Client_ID,Description,Fraud_Label,Branch,Language
C0363,"No dia 15 de setembro de 2023, meu irmão, que era o beneficiário da apólice de seguro de vida que eu possuía, faleceu inesperadamente devido a um infarto. Eu havia atualizado os dados da apólice apenas dois meses antes, em julho, para garantir que ele fosse o único beneficiário. O plano estava em dia, e eu possuía todos os documentos necessários para a reivindicação, incluindo a certidão de óbito e o histórico médico dele, que mostra que ele não tinha condições prévias significativas. Em 20 de setembro, entrei em contato com a seguradora para informar sobre o falecimento e para iniciar o processo de reivindicação. Fui informado que precisaria apresentar o formulário de reivindicação, que já preenchi e enviei junto com a documentação exigida. Um representante da seguradora me disse que o processo poderia levar até 30 dias, e eu estou acompanhando o status da reivindicação regularmente. Também estou guardando cópias de toda a correspondência e dos documentos que enviei, para ter tudo organizado. Espero que a seguradora processe o pedido rapidamente, considerando a situação delicada pela qual estou passando.",0,Life,pt
C0364,"On June 15, 2023, I was driving home from work around 5 PM when I had a minor accident at the intersection of Maple Avenue and 3rd Street. It started to rain heavily, and as I approached the light, I realized it had turned red. I stepped on the brakes, but my car skidded, and I ended up bumping into another vehicle. Thankfully, no one was injured, and I promptly called the police to report the incident. They arrived within twenty minutes and filed a report which I have attached to this claim. The other driver and I exchanged our insurance details, and I took pictures of the damage on both vehicles. I also got the contact information of a witness, who confirmed my account of the events. I have included their statement as well, along with the repair estimates from the body shop I plan to use. The shop is reputable and located just a few blocks from my home, so I feel confident about getting the work done there.",0,Auto,en
C0365,"El 12 de octubre de 2023, regresé a casa después de un viaje de una semana y encontré que la cocina estaba completamente inundada. Llamé al fontanero, quien llegó al día siguiente y me cobró en efectivo por un trabajo que, según él, debía hacerse urgentemente. Decidí guardar los recibos de su trabajo, aunque fueron escritos a mano y no incluyeron su nombre completo. La verdad es que nunca había tenido problemas de humedad antes, a pesar de que mis amigos me dicen que la casa tiene cierta antigüedad. También hice un reclamo a la compañía de seguros, mencionando que había aumentado la cobertura justo un mes antes del incidente. La empresa me solicitó fotografías del daño, pero algunas de las imágenes que envié no tenían marcas de fecha, lo que quizás no ayude a verificar cuándo fueron tomadas. Intenté contactar a mi vecino para que confirmara lo que ocurrió, pero no ha respondido. Me preocupa un poco que el seguro pueda cuestionar la validez del reclamo. Espero que todo se solucione pronto porque no puedo seguir viviendo en estas condiciones. Definitivamente, estoy buscando una solución rápida y eficaz para resolver esto.",1,Home,es
C0366,"I want to file a claim for water damage that occurred in my home on September 10, 2023. I noticed the problem when I woke up that morning and found the ceiling in my living room was leaking. It seemed like the leak was coming from the bathroom directly above. After a quick look, I saw that the water had soaked through the drywall, causing some discoloration and bubbling. I immediately contacted a local plumber, Mike’s Plumbing, who arrived that same afternoon. He assessed the situation and found that a pipe had burst due to corrosion, which he fixed on the spot. I have the invoice from Mike’s Plumbing dated September 10, and it clearly outlines the work they did along with the cost. Following that, I called a contractor, All-Star Renovations, to help with the repairs to the ceiling and walls. They started the work on September 15, and I have their contract and receipts showing the repairs completed. All the documents, including photographs taken on the day of the incident, are in order, and they show the extent of the damage before the repairs were made. I’ve also filed a police report as a precaution, even though I don’t think theft or vandalism was involved. I want to ensure everything is clear and documented properly as I go through this process. Thank you for your help in getting this claim processed as smoothly as possible.",0,Home,en
C0367,"El 15 de octubre de 2023, a las 3:30 de la tarde, estaba conduciendo mi coche, un Toyota Corolla 2018, por la avenida San Martín en dirección a mi casa. Al llegar a la intersección con la calle López, un vehículo que venía del lado derecho no respetó la señal de alto y chocó contra mi auto. El impacto fue considerable y causó daños significativos en el lado derecho del vehículo. Después del accidente, llamé a la policía y presentaron un informe que incluyo todos los detalles del incidente y los datos del otro conductor, que admitió su culpa. Guardé una copia del informe policial, que tengo disponible para su revisión. También contacté a mi compañía de seguros inmediatamente después del accidente para informarles de la situación. Envié fotografías del daño a mi vehículo, donde se puede ver la magnitud del accidente, así como el estado del otro coche. Las fotos tienen la fecha y hora de la toma, que corresponde con el momento del accidente. Llevé mi coche a un taller autorizado el 16 de octubre, donde me proporcionaron un presupuesto detallado de las reparaciones necesarias. Todos los documentos, incluyendo el presupuesto, están bien organizados y listos para ser enviados. Espero que esta información sea suficiente para procesar mi reclamo lo más pronto posible.",0,Auto,es
C0368,"El 15 de octubre de 2023, llegué a casa después de un largo día de trabajo y noté que el agua goteaba del techo en la sala de estar. Al principio pensé que era solo un pequeño problema, pero al inspeccionar más de cerca, vi que la humedad había afectado el yeso y había manchas en la pared. Decidí llamar a un fontanero de inmediato y el 16 de octubre, él llegó para evaluar la situación. Me explicó que el daño era consecuencia de una fuga en el tejado, que había estado presente durante un tiempo, aunque yo no lo había notado antes. Tuvimos que poner un balde debajo del goteo para evitar más daños mientras buscábamos una solución. El fontanero me dio un presupuesto por escrito, que era razonable, y lo pagué con tarjeta de crédito para que quedara constancia. Además, el 17 de octubre llamé a un contratista local, con buenas reseñas, para que pudiera reparar el techo. El contrato se firmó ese mismo día y la reparación fue programada para el 20 de octubre. Los trabajos se completaron y ahora tengo los recibos y la documentación correspondiente a mano, incluidos los informes de evaluación del fontanero y del contratista. Después de la reparación, también tomé fotografías del daño y del trabajo realizado para tener un registro completo. Estoy preparando toda esta documentación para presentar mi reclamo. Espero que el proceso sea sencillo y no haya problemas, ya que he seguido todos los pasos necesarios.",0,Home,es
C0369,"No dia 15 de agosto de 2023, eu estava em casa quando percebi que a água começou a vazar do teto da cozinha. Ao investigar, descobri que uma tubulação antiga tinha estourado, causando danos significativos ao forro e ao piso. Imediatamente, eu fotografei os danos e liguei para um encanador, que me ajudou a consertar o vazamento. O reparo foi realizado no dia 17 de agosto, e eu guardei a fatura como comprovação. Depois de documentar tudo, enviei um relatório à minha seguradora com as fotos e a fatura do encanador. Além disso, fiz um boletim de ocorrência na polícia para formalizar o incidente, no qual constam os detalhes da situação. O encanador me recomendou que eu verificasse as outras tubulações da casa, pois algumas delas eram muito antigas. Então, no dia 20 de agosto, fiz uma revisão completa e encontrei algumas áreas que precisavam de atenção, as quais também documentei. Espero que minha reivindicação seja processada rapidamente para que eu possa cobrir os custos dos reparos.",0,Home,pt
C0370,"On March 5, 2023, I received the devastating news that my father had passed away unexpectedly. He had been struggling with health issues for some time, but we were hopeful he could manage them. After his passing, I contacted his healthcare provider, St. Mary’s Medical Center, for his medical records to understand his condition better and gather necessary documentation for the life insurance claim. I also obtained a copy of the death certificate, which officially lists the cause of death as heart failure. With those documents in hand, I filled out the life insurance claim form from ABC Insurance Company, which he had with us for over a decade. I submitted everything on March 10, including the policy number and all relevant documents, ensuring that I had copies of everything sent. The customer service representative at ABC confirmed receipt and said it would take about two to three weeks to process. I followed up with them after two weeks on March 24, and they informed me they were still reviewing the claim. I've been feeling the weight of these financial matters during such an emotional time, but I’ve been diligent in staying organized. On April 1, I received a call from them asking for additional documentation related to any recent changes to the policy, which I promptly provided to them. I was reassured that everything looked good and was on track for approval. My hope is to settle this claim quickly so I can cover my father's final expenses and honor his memory without additional stress.",0,Life,en
C0371,"El 15 de octubre de 2023, mi madre falleció después de una larga batalla contra una enfermedad crónica. A lo largo de su tratamiento, estuve muy atento a los gastos médicos y aseguré que todos los documentos estuvieran en orden. Antes de su fallecimiento, ella había cambiado el beneficiario de su póliza de vida, designándome a mí como el nuevo titular, lo que hice con su consentimiento, por supuesto. Recogí todos los informes médicos del hospital donde fue atendida, así como las facturas de los tratamientos que recibió desde enero de 2022 hasta su muerte. Además, tengo el certificado de defunción que fue emitido por el Registro Civil de nuestra localidad. También he incluido una copia del informe médico que detalla las circunstancias de su enfermedad. La póliza de vida fue activa desde hace más de cinco años, y nunca hubo un lapso en su pago, así que no debería haber inconvenientes. Me gustaría presentar esta reclamación lo antes posible, ya que necesito resolver algunos asuntos financieros que ella dejó pendientes. La última visita médica fue el 12 de octubre, solo tres días antes de su fallecimiento. He conservado todas las facturas y recibos en orden cronológico, lo que podría facilitar el proceso. Estoy disponible para proporcionar cualquier información adicional que sea necesaria y he preparado todo lo que puede ayudar a verificar la validez de esta reclamación. Espero que podamos resolver esto rápidamente para honrar la memoria de mi madre.",0,Life,es
C0372,"On the afternoon of March 12th, 2023, I was driving my 2021 Honda Accord on Maple Street when I swerved to avoid a dog that ran into the road. The weather was clear, and the road was dry. After the swerve, I lost control of the vehicle and crashed into a tree. I remember feeling shaken but thought it was a minor incident since it was just me involved. After the crash, I called my insurance company to report the accident, but I did take a couple of days to gather my thoughts before filing the claim officially on March 15th. I received treatment at a clinic that I found nearby, and they only accepted cash payments, which I thought was a bit unusual. I also went to the same body shop that had repaired my car after a previous accident just a month before this incident, which I thought would be convenient. The owner there mentioned he had done a good job on my car, but I didn’t get a written estimate; he just gave me a verbal quote. I do have some photos from the accident scene, but I forgot to check the date on my phone’s settings. A friend who was supposedly passing by that day said he would confirm my story but hasn’t been reachable since the incident. I hope all these details are helpful, and I'm willing to provide whatever documentation is needed for the claim, including the clinic's handwritten receipt for the treatment.",1,Auto,en
C0373,"On the evening of September 10th, 2023, I noticed water leaking from the ceiling in my living room. After further investigation, I found that the source of the leak was a burst pipe in the upstairs bathroom, which must have been due to the recent shift in temperature. I immediately shut off the water supply to prevent any additional damage and took photographs of the situation to document the extent of the issue. The following day, I filed a report with my local plumber, who arrived the same afternoon to assess the damage. They provided me with an official invoice for the repair work completed, which totaled $850. I also retained a copy of the plumber's report outlining the cause of the leak and the corrective measures taken. Additionally, I contacted my insurance agent on September 11th to report the claim and started the process of filing the necessary paperwork. I submitted the invoice, photos, and the plumber's report to my insurance company on September 15th. Thankfully, I was able to contain the damage before it spread further, and I followed all recommended steps to ensure a proper claim submission. Throughout this process, I made sure to keep a log of all communications with both the plumber and the insurance representatives. I believe I have done everything necessary to support my claim, and I hope to receive a prompt response regarding the next steps. Thank you for your assistance with this matter.",0,Home,en
C0374,"On March 15, 2023, I was driving my silver Honda Civic home from work around 5:30 PM. As I approached the intersection of Maple Street and Oak Avenue, a red pickup truck ran a stop sign and collided with my vehicle on the driver’s side. Thankfully, I was wearing my seatbelt and wasn’t seriously injured, but I did feel some soreness in my neck afterward. I immediately called the police to report the incident, and the officer arrived within about fifteen minutes. He documented the accident in a police report, which I’ve attached for your review. After the crash, I took my car to “Reliable Auto Body,” a shop I've used before, for an estimate on the damage. They provided me with an invoice showing that repairs would amount to about $3,200, including parts and labor. The repairs were completed on March 30, 2023, and I have included the receipt along with the claim. I also made sure to keep a record of my conversations with the insurance company and any documentation they required. This accident has caused me some inconvenience, but I’m glad no one was seriously hurt. I appreciate your assistance in processing this claim promptly. If you need any additional information or documents, feel free to reach out to me directly.",0,Auto,en
C0375,"On the afternoon of September 12, 2023, I was driving my blue 2018 Honda Civic on Main Street, heading towards the grocery store. The weather was clear and sunny, and traffic was light. As I approached the intersection with Elm Street, I noticed the light was green, so I proceeded without hesitation. Suddenly, a red pickup truck came speeding from my right side, running a stop sign. I tried to swerve to avoid a collision, but unfortunately, they hit my car on the passenger side. After the accident, I immediately called 911, and the police arrived within minutes to document the scene. The officer took down my statement, as well as the driver’s details, and later provided me with a police report, which I have attached for your review. The other driver admitted fault at the scene, and I exchanged insurance information with them. I later took my car to the local body shop, where they estimated the repair costs and provided me with an invoice dated September 15. I've included all documents, including the photos taken right after the incident, showing the damage to my vehicle. Thankfully, no one was injured, but the incident left me shaken, and I appreciate your assistance in processing my claim quickly.",0,Auto,en
C0376,"I am submitting a claim for my husband’s life insurance policy following his unfortunate passing on March 15, 2023. He had been suffering from a chronic illness for several years, and we had kept the insurance policy active since its inception in 2010. I first contacted the insurance company the day after his passing to inform them and started the claims process. I have gathered all necessary documents, including his death certificate, which I obtained from the local health department. The certificate clearly indicates that his cause of death was related to his pre-existing condition, which was documented in his medical records. I also have a copy of the life insurance policy and my identification to ensure that all the necessary paperwork is included in this claim. Additionally, I have provided the hospital bills from his last treatment and the hospice care invoices that detail the services rendered. Throughout his illness, I made sure to keep all medical appointments and follow-ups to manage his condition effectively. I hope that this claim will be processed smoothly, as it will greatly assist me in managing our finances during this difficult time. I appreciate your prompt attention to this matter and am available for any further information needed to support my claim. Thank you for your understanding and assistance during this challenging period.",0,Life,en
C0377,"No dia 15 de outubro de 2023, por volta das 14h, eu estava dirigindo meu carro, um Ford Fusion 2020, quando, ao passar pela Rua das Flores, fui atingido por um outro veículo que desrespeitou o sinal vermelho. O impacto foi significativo e causou danos na lateral esquerda do meu carro. Assim que ocorreu o acidente, eu imediatamente liguei para a polícia, que chegou ao local em cerca de 10 minutos e registrou um boletim de ocorrência. O número do BO é 123456789. Além disso, eu tirei várias fotos da cena do acidente e dos danos no veículo. O motorista do outro carro, que era um Honda Civic, afirmou que não estava distraído, mas a testemunha, um pedestre chamado Carlos, disse que ele estava falando ao celular. Após o acidente, levei meu carro até a oficina mecânica Auto Reparos, onde me forneceram um orçamento detalhado com as peças e serviços necessários, que totalizou R$ 5.000,00. Eu paguei a consulta inicial e guardei todos os recibos. Já informei minha seguradora e estou aguardando a análise do meu caso. Espero que a cobertura do seguro possa ajudar com os custos e que possamos resolver isso da melhor maneira possível. Com isso, espero que o meu veículo esteja pronto para voltar às ruas em breve.",0,Auto,pt
C0378,"On the evening of October 12, 2023, I returned home from work around 6:30 PM and noticed that the kitchen ceiling had developed a significant leak. It was quite alarming as I had never experienced such an issue before. After further investigation, I discovered that a pipe in the bathroom above had burst, likely due to the cold snap we had a few days earlier. I immediately turned off the main water supply and called a plumber, who arrived the next morning, October 13, to assess the damage. The plumber, Mr. Thompson, confirmed my suspicions and suggested that the old pipes had corroded and were in need of replacement. I have attached his invoice for $1,200 for the emergency repairs he conducted that day. After the plumber completed the work, I also took some photographs of the affected areas to document the damage, which are included with my claim. The leak caused damage to the drywall and ceiling, so I contacted a contractor for additional repairs, and they quoted me another $1,500 to fix everything properly. I have a written estimate from them dated October 14, 2023. Furthermore, I reached out to my insurance company promptly, submitting the police report regarding the damage as required. I had recently increased my home insurance coverage to reflect the value of my property and its contents. This upgrade was made in August 2023. I hope these details help you in processing my claim. Please let me know if you need any further information or documentation from my side.",0,Home,en
C0379,"On the evening of July 15, 2023, around 6:30 PM, I was driving home from work along Main Street when the incident occurred. I approached the intersection with Elm Street, and a vehicle abruptly ran a red light, colliding with my car on the passenger side. Thankfully, I was wearing my seatbelt, and I managed to keep control of the car. I pulled over to the side of the road and immediately called 911 to report the accident. The police arrived within ten minutes and filed a report, which I have attached for your review. The other driver admitted to not seeing the light change and was issued a citation. I took photos of both vehicles at the scene, as well as the intersection, and I have those timestamps available. The estimated repair costs provided by the body shop I contacted are included in the claim. I also provided my insurance details to the other driver, and we exchanged contact information for any follow-up needed.",0,Auto,en
C0380,"On March 5th, 2023, my mother passed away unexpectedly at her home in Springfield. I was at her side when she took her last breath, which was heart-wrenching for me and my family. After her passing, we began the necessary arrangements and contacted the funeral home, where we scheduled the services for March 10th. I submitted the death certificate to the insurance company along with a completed claim form, which included all the necessary details like her policy number and the date of her policy activation in 2015. I also gathered all the relevant documents, including her will, which names me as the primary beneficiary, to ensure that everything was in order. We had a lovely service, and I received heartfelt support from friends and family during this difficult time. I followed up with the claims department on March 15th to check on the status, and they assured me that my claim was being processed and would be resolved soon. I kept copies of all the communication and documentation for my records, as I wanted to ensure a smooth process. I appreciate your attention to this matter and look forward to your response.",0,Life,en
C0381,"El 15 de octubre de 2023, salí de mi casa en Madrid alrededor de las 8:00 a.m. para dirigirme a la oficina. Mientras conducía por la calle Gran Vía, noté que el tráfico era bastante fluido y decidí tomar la ruta habitual. De repente, un vehículo que venía de un cruce sin señalización se me atravesó. Intenté frenar, pero no pude evitar la colisión. El accidente ocurrió cerca del restaurante 'El Buen Sabor', y me detuve a la orilla de la carretera. Llamé a la policía inmediatamente y también tomé fotografías del lugar. Los agentes llegaron en unos minutos y realizaron un informe del incidente. El otro conductor también compartió su información de seguro y ambos intercambiamos números de contacto. A continuación, solicité un presupuesto para las reparaciones en el taller 'ReparaTuCoche', donde tengo el hábito de llevar mi vehículo. La estimación fue de 1,200 euros, y tengo las facturas y el informe policial como documentos de respaldo. Espero que mi reclamación sea procesada sin inconvenientes.",0,Auto,es
C0382,"On April 15, 2023, I returned home from a family gathering and noticed water dripping from the ceiling in my living room. I immediately went to investigate and found that a pipe in the upstairs bathroom had burst, causing significant water damage to the ceiling below. I quickly turned off the main water supply and called a plumber, who arrived within the hour to assess the situation. The plumber informed me that the pipe had been corroded and needed to be replaced entirely. I made sure to document everything, taking photos of the damage and the broken pipe. The plumber provided a detailed invoice for the repairs and indicated that he would start the work on April 17, 2023. I also contacted my home insurance provider that same day to report the incident and began the claim process. They requested a copy of the plumber’s invoice and any photographs of the damage, both of which I submitted promptly. The claims adjuster came to my home on April 20, 2023, to evaluate the damage and assess the repairs needed. I also provided a copy of the police report, which detailed the timeline and my immediate actions. The adjuster was professional and took notes, promising to keep me updated about the claim's progress. By April 22, I received confirmation from the insurance company that the claim was being processed, and I felt relieved that help was on the way.",0,Home,en
C0383,"El 15 de octubre de 2023, aproximadamente a las 3:30 PM, tuve un accidente automovilístico en la carretera 45 cerca de la salida de la ciudad. Estaba manejando mi sedán rojo, que recientemente había asegurado por un valor más alto después de un aumento de cobertura. El clima era despejado, lo que me parece extraño dado que la carretera estaba despejada y no hubo otros vehículos involucrados. Al llegar, noté que mi auto tenía un daño considerable en el lado izquierdo, y no logré conseguir el número de teléfono del testigo que vi, quien parecía irse rápidamente. Llamé a la policía y ellos levantaron un informe, aunque aún no he podido obtener una copia porque la estación estaba cerrada por la tarde. En el taller de reparación que elegí, el dueño era un conocido que ya había hecho trabajos en mi auto anteriormente, así que pensé que podría confiar en él. Sin embargo, me pareció raro que no me dieran un presupuesto por escrito en el momento; solo me ofrecieron un recibo manuscrito por el depósito inicial. Además, no tomaron fotografías del daño en el lugar del accidente, a pesar de que mencioné que sería importante tener evidencia. Estoy intentando reunir todos los documentos necesarios para la reclamación, pero la verdad es que no estoy seguro de si esto será suficiente. Desde que me cambié de proveedor, he notado que la atención es diferente. Espero que podamos resolverlo pronto.",1,Auto,es
C0384,"On September 15th, 2023, I was involved in an accident while driving home from work. It was around 5:30 PM, and the weather was clear with no rain or fog. I had just exited off the highway onto Maple Avenue when I noticed a red sedan suddenly merge into my lane without signaling. I attempted to brake but unfortunately, the collision was unavoidable, and my car was hit on the driver’s side. After the incident, I immediately called the police and filed a report, which I have attached to this claim. The officer arrived about twenty minutes later and took down all necessary information from both drivers. The red sedan's driver and I exchanged insurance information, and I also gathered contact details for a witness who was nearby at the time. I visited the local repair shop, Auto Solutions, the next day, where they provided an estimate for the damages, totaling around $4,000. All the photographs of the accident scene and the damages to my vehicle were taken on-site that same day, and I've included timestamps on those images. Additionally, I have my insurance policy documents that cover this type of incident, as well as my recent driving record, which is clean with no prior accidents. I hope this provides enough information for you to process my claim efficiently and fairly.",0,Auto,en
C0385,"On the morning of September 15, 2023, I was driving my 2015 Honda Civic to work around 8:15 AM when I got caught in a sudden rainstorm on Maple Avenue. The roads were slippery, and as I turned left onto Oak Street, I lost control and skidded, crashing into a lamppost. Fortunately, I was wearing my seatbelt and was able to walk away with only minor injuries, but my car suffered significant damage. I called the police immediately, and Officer Thompson arrived about 20 minutes later to document the incident. He filed a report which I have on hand for your reference. I also took photos of the damage to my car and the lamppost, which clearly show the impact. Afterward, I drove my vehicle to Smith's Auto Repair, where I received an estimate for repairs amounting to $3,200. They provided me with an official invoice dated September 16, detailing the parts and labor needed. I have attached that invoice along with the police report and the photographs for your review. The repair shop mentioned it could take about a week to complete the work. I also contacted my insurance agent to report the accident and confirmed that my coverage was active and in good standing at the time of the incident. I'm looking forward to your guidance on how to proceed with this claim, as I want to ensure everything is processed smoothly.",0,Auto,en
C0386,"El 10 de octubre de 2023, regresé a casa después de un fin de semana en la playa y me encontré con que una parte del techo se había filtrado. Al inspeccionar más de cerca, vi que el agua había dañado el salón y parte de la cocina. Afortunadamente, había guardado los recibos de la compra de materiales y la factura de la empresa de reparaciones que usé el año pasado. Inmediatamente llamé a un contratista que había hecho trabajos previos en mi casa, y él me sugirió que también contactara a mi aseguradora para iniciar un reclamo. El 12 de octubre, presenté el informe policial que hice y las fotografías que documentan los daños. Mis amigos me ayudaron a tomar las fotos y se aseguraron de que tuviéramos fechas precisas en cada archivo. La empresa de reparación llegó el 15 de octubre para evaluar los daños y darme un presupuesto. Estoy esperando su informe y tengo todas las facturas listadas en una carpeta para enviarlas a la compañía de seguros. Espero que el proceso sea rápido, ya que necesito las reparaciones lo antes posible.",0,Home,es
C0387,"On September 5th, I was devastated to learn that my father passed away unexpectedly at home. He had been feeling unwell for a few days, but we didn’t anticipate it would lead to such a tragic outcome. We called the paramedics, but unfortunately, they were unable to revive him. After the initial shock, I managed to gather my emotions and contacted the local police to report his death, and they arrived promptly to handle the situation. A police report was generated, which I have on file; the report number is 001234567. Following his passing, I reached out to the life insurance company on September 7th to file a claim on his policy. I submitted the necessary documents, including a certified copy of his death certificate and the insurance policy details. My father's doctor also provided a statement confirming his prior health conditions and the cause of death, which was heart failure. I ensured all my paperwork was organized, including invoices for the funeral services from the local funeral home, which I booked on September 8th. I kept copies of everything for my records and attached them to the claim form. The funeral expenses came to $8,500, and I have the receipt with the date clearly marked. I understand the claims process can take time, but I’m eager to finalize everything as my father had a lot of financial responsibilities that need to be addressed. I appreciate any assistance you can provide in expediting my claim. Thank you for your attention to this matter, as it means a lot to me during such a difficult time.",0,Life,en
C0388,"El 15 de octubre de 2023, llegué a casa después de un largo día de trabajo y noté que el agua goteaba del techo en la sala de estar. Al principio, pensé que era solo una gotera pequeña, pero al revisar, vi que el problema era mucho más grande. Inmediatamente llamé a un fontanero que había usado anteriormente y llego a mi casa al día siguiente, el 16 de octubre. Él me confirmó que el daño era causado por una filtración en las tuberías del baño de arriba. Para respaldar mi reclamo, guardé la factura del fontanero, que ascendía a 300 euros, y una foto del daño en el techo, que tomé el mismo día de la visita. También presenté un informe del seguro anterior en el que se detalla el daño. Los documentos fueron enviados a través de correo electrónico y los recibí el 17 de octubre. No sé cómo ocurrió todo esto tan rápido, ya que nunca había tenido problemas de agua antes. En mi casa, la humedad ha sido controlada gracias a un deshumidificador que compré hace un año, así que espero que todo se solucione pronto. Mi prioridad es asegurar que mi hogar esté en buenas condiciones y que esta situación no vuelva a suceder.",0,Home,es
C0389,"El 15 de septiembre de 2023, alrededor de las 3:30 de la tarde, estaba conduciendo mi auto por la calle San Martín en dirección a la tienda de comestibles. El clima era despejado y la visibilidad era buena. De repente, un coche que venía en sentido contrario se pasó el alto y chocó contra mi vehículo. Tras el impacto, llamé inmediatamente al 911 para reportar el accidente y, afortunadamente, nadie resultó herido. La policía llegó poco después y tomó un informe del incidente. Me proporcionaron un número de informe, el cual tengo registrado, y se aseguró de que ambas partes intercambiamos información de contacto y de seguro. Después del accidente, mi auto fue remolcado a un taller conocido en mi zona, Taller Móvil, donde tengo recibos de las reparaciones realizadas. La reparación comenzó el 17 de septiembre y se completó el 22 de septiembre. También tengo el informe de la compañía de seguros del otro conductor, donde reconocen su responsabilidad. En cuanto a mis gastos, guardé todas las facturas de la reparación y tengo fotos del daño en mi vehículo que muestran claramente el estado antes de la reparación. Adicionalmente, tengo un registro de llamadas que incluye mis interacciones con el taller y con mi compañía de seguros. Si necesitan más detalles, estoy dispuesto a proporcionar toda la documentación necesaria para ayudar en el proceso de reclamación. Mi objetivo es asegurarme de que todo se maneje de manera correcta y rápida.",0,Auto,es
C0390,"El 15 de octubre de 2023, alrededor de las 3:00 p.m., tuve un accidente automovilístico en la intersección de la Calle 5 y Avenida Principal. Estaba conduciendo mi vehículo hacia el trabajo cuando otro coche, que venía en dirección contraria, se saltó un semáforo en rojo y chocó contra mi lado derecho. La policía llegó al lugar y elaboró un informe que incluí en mi reclamación. Además, fui a la clínica de salud cercana, donde recibí tratamiento por algunas contusiones leves y me dieron un recibo que también adjunté. El informe policial indica claramente la responsabilidad del otro conductor. Presenté toda la documentación necesaria, incluyendo mis facturas de reparación y el informe médico. Utilicé un taller de colisión recomendado por mi aseguradora, que está ubicado a unas pocas calles de mi casa. Las reparaciones se completaron el 22 de octubre y tengo todas las fotografías de los daños y las facturas correspondientes. Espero que con toda esta información mi reclamación sea procesada rápidamente, ya que dependo de mi vehículo para ir al trabajo y mis actividades diarias. Agradezco su atención y quedo a la espera de su respuesta.",0,Auto,es
C0391,"J'ai récemment fait une réclamation d'assurance vie suite au décès de mon oncle, qui est survenu le 15 octobre 2023. La situation a été assez déroutante, car il y avait des changements récents dans son contrat, notamment un nouveau bénéficiaire inscrit juste avant sa mort. Je me souviens qu'il m'a dit lors d'un dîner de famille que cela faisait longtemps qu'il voulait revoir ses polices d'assurance. Nous avons tous été très surpris par sa disparition soudaine, surtout qu'il avait l'air en bonne santé. J'ai contacté la compagnie d'assurance le lendemain pour leur faire part de la situation et j'ai obtenu un document à remplir, ainsi qu'une copie de son acte de décès. J'ai dû également récupérer tous les documents nécessaires, comme son ancien contrat, ce qui m'a pris un peu de temps. C'est étrange, mais je me suis rendu compte qu'il y avait des factures manuscrites liées à son dernier traitement médical dans son dossier. J'ai pris des photos des documents, mais je n'avais pas de date précise sur certains d'entre eux. Un ami à lui, qui prétendait être un témoin, est maintenant difficile à joindre pour confirmer les détails. J'ai toujours trouvé que c'était bizarre qu'il ait modifié les bénéficiaires si peu de temps avant son décès. J'essaie de rester positif et de faire avancer la réclamation, même si j'ai des doutes sur certaines de ces transactions. La compagnie d'assurance m'a demandé de fournir plus de précisions, et je suis en train de rassembler tout ce qu'ils veulent.",1,Life,fr
C0392,"On June 15th, I came home to find my living room completely flooded. I wasn't expecting any rain, and the weather reports didn’t mention any storms. I had recently increased my coverage about a month ago, just to be safe, but I didn’t think I’d actually need it. The water seemed to come from a small leak in the ceiling, which is strange since I had a contractor check it out not long ago. They gave me a handwritten invoice for their work, which I thought was odd, but I didn’t think too much of it at the time. I have some pictures of the water damage, but I realized they don’t have timestamps on them since they were taken on my phone right after it happened. My uncle, who also came by to help, said he could be a witness but never gave me his contact information, which seemed strange afterward. I contacted a restoration company that my neighbor recommended, but I've noticed they worked on my neighbor's property recently as well. I hope everything gets sorted out soon because the damage is quite extensive, and I want to make sure my claims are handled correctly.",1,Home,en
C0393,"El 10 de agosto de 2023, alrededor de las 3:30 de la tarde, estaba manejando mi coche, un Toyota Corolla 2018, por la Avenida de la Libertad en dirección a la Plaza Central. De repente, un vehículo sedan de color gris se saltó un semáforo en rojo y chocó contra mi costado. Inmediatamente, llamé a la policía y presenté un informe del accidente, el cual fue numerado como 34567. Los oficiales llegaron al lugar y tomaron declaraciones de ambos conductores y de un testigo que se detuvo para ayudar, un señor llamado Carlos Gómez. Pude obtener su número de teléfono en caso de que se necesitara su testimonio. Después del accidente, el coche no era seguro para manejar, así que lo llevé al taller de reparaciones Autocentro Elite, donde me dieron una cotización de $3,500 para las reparaciones. También guardé la copia del recibo que me proporcionaron. Mi póliza de seguro cubre este tipo de accidentes y espero que el proceso de reclamación sea rápido y sin complicaciones. He incluido una copia de la póliza junto con el informe policial y las fotos del daño, las cuales fueron tomadas inmediatamente después del accidente. Afortunadamente, no hubo heridos, pero el vehículo sufrió daños significativos. Agradezco la asistencia de su equipo para ayudarme con esta situación. Espero su respuesta pronto para saber cómo proceder.",0,Auto,es
