Client_ID,Description,Fraud_Label,Branch
C0518,"I'm reporting a traffic incident that happened on Tuesday evening near Malaga on the A-2. My car drifted slightly when a hail came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 691 900 963 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Metro Bodyworks and I received an initial estimate of EUR 4058 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again.",0,Auto
C0519,"I'm submitting a claim for smoke and fire staining we noticed last week in the living room of our house in Alicante. We had adjusted our contents coverage a few weeks prior after redecorating, and luckily the new limits should cover the furniture we listed. I didn’t call the fire brigade because the situation calmed quickly; we aired out the space and cleaned up before realizing stains remained. The photos I attached were taken on a replacement phone after my old one failed, so the pictures might not have the original dates. Fenix Restorations—who helped us with a similar issue last season—looked at it again and provided a quick handwritten quote while on another job. Our brother-in-law mentioned smelling something on Wednesday, though they weren’t actually inside at the time. We don’t have purchase receipts for the vintage items since many were gifts, but the values should be close based on online listings. I also noticed some discolored spots that were there before, but I don’t think they’re related to previous humidity problems. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer.",1,Home
C0520,"I'm filing a claim related to my spouse’s hospitalization and subsequent passing; this has been difficult to write. The diagnosis was confirmed at WellSpring Center and we have the discharge summary, treatment notes, and the attending physician’s report attached. The timeline is straightforward: initial symptoms in Monday of last month, admission two days later, and the outcome the following week. Our family coordinated with the funeral home and all invoices are included; amounts remain within the policy limits. I’ve verified that the beneficiary information on file matches our notarized documents from earlier this year. We are ready to provide any additional medical authorizations you need and can be available for a call at your convenience. Please let me know if there is a preferred format for the hospital’s itemized bill so we can resend it cleanly. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. I understand an inspection or call might be required; Carmen from our side can also speak to what happened. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed.",0,Life
C0521,"I'm reporting a traffic incident that happened on Saturday evening near Zaragoza on the AP-7. My car drifted slightly when a hail came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 711 174 263 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Coastal Glass and I received an initial estimate of EUR 7442 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. I understand an inspection or call might be required; Marcos from our side can also speak to what happened. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF.",0,Auto
C0522,"This claim is about water damage we discovered on Saturday morning in our home in Zaragoza. A supply line under the kitchen sink burst during the night, soaking the lower cabinets and part of the adjacent room. We shut off the main valve as soon as we noticed and called a plumber who replaced the cracked hose the same day. Photos and a short video were taken right away, and we also have the plumber’s invoice with the part numbers listed. The flooring has cupped and there is visible swelling on the toe-kick panels; a musty smell developed after two days. BluePeak Services provided a drying plan with dehumidifiers and a detailed estimate for materials and labor. Our neighbors can confirm when we brought fans inside, and the condo manager logged the incident in the building record. We’re including measurements of the affected area and are ready to allow an inspection whenever convenient. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer.",0,Home
C0523,"This claim is about water damage we discovered on Friday morning in our home in Valladolid. A supply line under the kitchen sink burst during the night, soaking the lower cabinets and part of the adjacent room. We shut off the main valve as soon as we noticed and called a plumber who replaced the cracked hose the same day. Photos and a short video were taken right away, and we also have the plumber’s invoice with the part numbers listed. The flooring has cupped and there is visible swelling on the toe-kick panels; a musty smell developed after two days. SeguroDry provided a drying plan with dehumidifiers and a detailed estimate for materials and labor. Our neighbors can confirm when we brought fans inside, and the condo manager logged the incident in the building record. We’re including measurements of the affected area and are ready to allow an inspection whenever convenient. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again.",0,Home
C0524,"I'm filing a claim related to my spouse’s hospitalization and subsequent passing; this has been difficult to write. The diagnosis was confirmed at WellSpring Center and we have the discharge summary, treatment notes, and the attending physician’s report attached. The timeline is straightforward: initial symptoms in Friday of last month, admission two days later, and the outcome the following week. Our family coordinated with the funeral home and all invoices are included; amounts remain within the policy limits. I’ve verified that the beneficiary information on file matches our notarized documents from earlier this year. We are ready to provide any additional medical authorizations you need and can be available for a call at your convenience. Please let me know if there is a preferred format for the hospital’s itemized bill so we can resend it cleanly. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. I understand an inspection or call might be required; Carmen from our side can also speak to what happened. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer.",0,Life
C0525,"I'd like to file a claim for a minor crash I had 34 days ago near Malaga; I didn't report it right away because I thought it was nothing. It was a low-speed bump at a light on the A-1 and I felt some neck stiffness later that week. I upgraded to comprehensive coverage about 13 days before this because my commute changed and I was advised to be safer. I took photos but my phone storage was full and I had to reinstall the camera app, so the pictures don't show location or time data anymore. A passerby, my family friend, said they saw the other vehicle, but they’ve been hard to reach since they started a new job. I visited Clinica Horizonte a couple of times and paid in cash because their card machine was down; they said they can issue receipts later. The car is at City Dent Pro—I’ve used them before and they prepared an estimate very quickly with a similar format as last time. I couldn’t wait for the police due to work and left the scene after exchanging a first name only; I hope that’s okay. I understand an inspection or call might be required; Taylor from our side can also speak to what happened. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer.",1,Auto
C0526,"I'm submitting a claim for smoke and fire staining we noticed last week in the living room of our house in Bilbao. We had adjusted our contents coverage a few weeks prior after redecorating, and luckily the new limits should cover the furniture we listed. I didn’t call the fire brigade because the situation calmed quickly; we aired out the space and cleaned up before realizing stains remained. The photos I attached were taken on a replacement phone after my old one failed, so the pictures might not have the original dates. Atlantic CleanUp—who helped us with a similar issue last season—looked at it again and provided a quick handwritten quote while on another job. Our cousin mentioned smelling something on Tuesday, though they weren’t actually inside at the time. We don’t have purchase receipts for the vintage items since many were gifts, but the values should be close based on online listings. I also noticed some discolored spots that were there before, but I don’t think they’re related to previous humidity problems. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. I understand an inspection or call might be required; Marta from our side can also speak to what happened.",1,Home
C0527,"I'm filing a claim related to my spouse’s hospitalization and subsequent passing; this has been difficult to write. The diagnosis was confirmed at Medicus24 and we have the discharge summary, treatment notes, and the attending physician’s report attached. The timeline is straightforward: initial symptoms in Tuesday of last month, admission two days later, and the outcome the following week. Our family coordinated with the funeral home and all invoices are included; amounts remain within the policy limits. I’ve verified that the beneficiary information on file matches our notarized documents from earlier this year. We are ready to provide any additional medical authorizations you need and can be available for a call at your convenience. Please let me know if there is a preferred format for the hospital’s itemized bill so we can resend it cleanly. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I understand an inspection or call might be required; Lucia from our side can also speak to what happened.",0,Life
C0528,"I'm submitting a claim for smoke and fire staining we noticed last week in the living room of our house in Valencia. We had adjusted our contents coverage a few weeks prior after redecorating, and luckily the new limits should cover the furniture we listed. I didn’t call the fire brigade because the situation calmed quickly; we aired out the space and cleaned up before realizing stains remained. The photos I attached were taken on a replacement phone after my old one failed, so the pictures might not have the original dates. Iberia Home Care—who helped us with a similar issue last season—looked at it again and provided a quick handwritten quote while on another job. Our coworker mentioned smelling something on Friday, though they weren’t actually inside at the time. We don’t have purchase receipts for the vintage items since many were gifts, but the values should be close based on online listings. I also noticed some discolored spots that were there before, but I don’t think they’re related to previous humidity problems. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful.",1,Home
C0529,"I'd like to file a claim for a minor crash I had 41 days ago near Valencia; I didn't report it right away because I thought it was nothing. It was a low-speed bump at a light on the M-40 and I felt some neck stiffness later that week. I upgraded to comprehensive coverage about 18 days before this because my commute changed and I was advised to be safer. I took photos but my phone storage was full and I had to reinstall the camera app, so the pictures don't show location or time data anymore. A passerby, my cousin, said they saw the other vehicle, but they’ve been hard to reach since they started a new job. I visited Amber Medical a couple of times and paid in cash because their card machine was down; they said they can issue receipts later. The car is at Metro Bodyworks—I’ve used them before and they prepared an estimate very quickly with a similar format as last time. I couldn’t wait for the police due to work and left the scene after exchanging a first name only; I hope that’s okay. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I understand an inspection or call might be required; Nora from our side can also speak to what happened.",1,Auto
C0530,"I'm reporting a traffic incident that happened on Monday evening near Coruña on the AP-7. My car drifted slightly when a heavy rain came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 775 491 646 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Coastal Glass and I received an initial estimate of EUR 7160 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful.",0,Auto
C0531,"This claim is about water damage we discovered on Sunday morning in our home in Zaragoza. A supply line under the kitchen sink burst during the night, soaking the lower cabinets and part of the adjacent room. We shut off the main valve as soon as we noticed and called a plumber who replaced the cracked hose the same day. Photos and a short video were taken right away, and we also have the plumber’s invoice with the part numbers listed. The flooring has cupped and there is visible swelling on the toe-kick panels; a musty smell developed after two days. BluePeak Services provided a drying plan with dehumidifiers and a detailed estimate for materials and labor. Our neighbors can confirm when we brought fans inside, and the condo manager logged the incident in the building record. We’re including measurements of the affected area and are ready to allow an inspection whenever convenient. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed.",0,Home
C0532,"This claim is about water damage we discovered on Monday morning in our home in Valencia. A supply line under the kitchen sink burst during the night, soaking the lower cabinets and part of the adjacent room. We shut off the main valve as soon as we noticed and called a plumber who replaced the cracked hose the same day. Photos and a short video were taken right away, and we also have the plumber’s invoice with the part numbers listed. The flooring has cupped and there is visible swelling on the toe-kick panels; a musty smell developed after two days. GreenOak Remodeling provided a drying plan with dehumidifiers and a detailed estimate for materials and labor. Our neighbors can confirm when we brought fans inside, and the condo manager logged the incident in the building record. We’re including measurements of the affected area and are ready to allow an inspection whenever convenient. I understand an inspection or call might be required; Alex from our side can also speak to what happened. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF.",0,Home
C0533,"I'm reporting a traffic incident that happened on Sunday evening near Madrid on the AP-7. My car drifted slightly when a dense fog came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 740 950 702 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Northside Collision and I received an initial estimate of EUR 8306 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I understand an inspection or call might be required; Sergio from our side can also speak to what happened.",0,Auto
C0534,"I'm filing a claim related to my spouse’s hospitalization and subsequent passing; this has been difficult to write. The diagnosis was confirmed at Riverside Clinic and we have the discharge summary, treatment notes, and the attending physician’s report attached. The timeline is straightforward: initial symptoms in Wednesday of last month, admission two days later, and the outcome the following week. Our family coordinated with the funeral home and all invoices are included; amounts remain within the policy limits. I’ve verified that the beneficiary information on file matches our notarized documents from earlier this year. We are ready to provide any additional medical authorizations you need and can be available for a call at your convenience. Please let me know if there is a preferred format for the hospital’s itemized bill so we can resend it cleanly. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer.",0,Life
C0535,"I'm submitting a claim for a serious condition that was identified recently; sorry for the delay, I had trouble collecting some papers. We changed the beneficiary details a few weeks before the diagnosis because we moved and my signature looks different after a minor wrist injury. The initial certificate came from WellSpring Center, which I heard had an accreditation issue last year but they told me it's been sorted out. The policy was reinstated after a brief lapse due to a bank switch; we paid the missed premium and everything should be active now. Two clinics provided letters with overlapping dates because appointments were rescheduled multiple times; I hope that doesn’t cause confusion. I prefer not to release full medical records for privacy reasons at this stage, but summaries should be sufficient to verify the claim. I can provide additional statements later—my family friend witnessed some of the symptoms although they weren’t present at the appointment. I understand an inspection or call might be required; Nora from our side can also speak to what happened. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful.",1,Life
C0536,"I'd like to file a claim for a minor crash I had 33 days ago near Valladolid; I didn't report it right away because I thought it was nothing. It was a low-speed bump at a light on the M-30 and I felt some neck stiffness later that week. I upgraded to comprehensive coverage about 18 days before this because my commute changed and I was advised to be safer. I took photos but my phone storage was full and I had to reinstall the camera app, so the pictures don't show location or time data anymore. A passerby, my roommate, said they saw the other vehicle, but they’ve been hard to reach since they started a new job. I visited Medicus24 a couple of times and paid in cash because their card machine was down; they said they can issue receipts later. The car is at QuickFix Auto—I’ve used them before and they prepared an estimate very quickly with a similar format as last time. I couldn’t wait for the police due to work and left the scene after exchanging a first name only; I hope that’s okay. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. I understand an inspection or call might be required; Nora from our side can also speak to what happened. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF.",1,Auto
C0537,"I'm reporting a traffic incident that happened on Wednesday evening near Alicante on the A-1. My car drifted slightly when a clear skies came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 735 867 130 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Coastal Glass and I received an initial estimate of EUR 3873 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. I understand an inspection or call might be required; Taylor from our side can also speak to what happened. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again.",0,Auto
C0538,"I'm reporting a traffic incident that happened on Tuesday evening near Coruña on the A-1. My car drifted slightly when a hail came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 694 563 528 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to City Dent Pro and I received an initial estimate of EUR 4900 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. I understand an inspection or call might be required; Nora from our side can also speak to what happened. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again.",0,Auto
C0539,"This claim is about water damage we discovered on Saturday morning in our home in Valencia. A supply line under the kitchen sink burst during the night, soaking the lower cabinets and part of the adjacent room. We shut off the main valve as soon as we noticed and called a plumber who replaced the cracked hose the same day. Photos and a short video were taken right away, and we also have the plumber’s invoice with the part numbers listed. The flooring has cupped and there is visible swelling on the toe-kick panels; a musty smell developed after two days. Iberia Home Care provided a drying plan with dehumidifiers and a detailed estimate for materials and labor. Our neighbors can confirm when we brought fans inside, and the condo manager logged the incident in the building record. We’re including measurements of the affected area and are ready to allow an inspection whenever convenient. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. I understand an inspection or call might be required; Rafa from our side can also speak to what happened. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF.",0,Home
C0540,"I'm filing a claim related to my spouse’s hospitalization and subsequent passing; this has been difficult to write. The diagnosis was confirmed at WellSpring Center and we have the discharge summary, treatment notes, and the attending physician’s report attached. The timeline is straightforward: initial symptoms in Saturday of last month, admission two days later, and the outcome the following week. Our family coordinated with the funeral home and all invoices are included; amounts remain within the policy limits. I’ve verified that the beneficiary information on file matches our notarized documents from earlier this year. We are ready to provide any additional medical authorizations you need and can be available for a call at your convenience. Please let me know if there is a preferred format for the hospital’s itemized bill so we can resend it cleanly. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful.",0,Life
C0541,"I'd like to file a claim for a minor crash I had 42 days ago near Barcelona; I didn't report it right away because I thought it was nothing. It was a low-speed bump at a light on the A-1 and I felt some neck stiffness later that week. I upgraded to comprehensive coverage about 7 days before this because my commute changed and I was advised to be safer. I took photos but my phone storage was full and I had to reinstall the camera app, so the pictures don't show location or time data anymore. A passerby, my neighbor, said they saw the other vehicle, but they’ve been hard to reach since they started a new job. I visited Clinica Horizonte a couple of times and paid in cash because their card machine was down; they said they can issue receipts later. The car is at Coastal Glass—I’ve used them before and they prepared an estimate very quickly with a similar format as last time. I couldn’t wait for the police due to work and left the scene after exchanging a first name only; I hope that’s okay. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. I understand an inspection or call might be required; Pablo from our side can also speak to what happened.",1,Auto
C0542,"I'm submitting a claim for smoke and fire staining we noticed last week in the living room of our house in Barcelona. We had adjusted our contents coverage a few weeks prior after redecorating, and luckily the new limits should cover the furniture we listed. I didn’t call the fire brigade because the situation calmed quickly; we aired out the space and cleaned up before realizing stains remained. The photos I attached were taken on a replacement phone after my old one failed, so the pictures might not have the original dates. BluePeak Services—who helped us with a similar issue last season—looked at it again and provided a quick handwritten quote while on another job. Our landlord mentioned smelling something on Saturday, though they weren’t actually inside at the time. We don’t have purchase receipts for the vintage items since many were gifts, but the values should be close based on online listings. I also noticed some discolored spots that were there before, but I don’t think they’re related to previous humidity problems. I understand an inspection or call might be required; Rafa from our side can also speak to what happened. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer.",1,Home
C0543,"I'm submitting a claim for smoke and fire staining we noticed last week in the living room of our house in Seville. We had adjusted our contents coverage a few weeks prior after redecorating, and luckily the new limits should cover the furniture we listed. I didn’t call the fire brigade because the situation calmed quickly; we aired out the space and cleaned up before realizing stains remained. The photos I attached were taken on a replacement phone after my old one failed, so the pictures might not have the original dates. GreenOak Remodeling—who helped us with a similar issue last season—looked at it again and provided a quick handwritten quote while on another job. Our roommate mentioned smelling something on Sunday, though they weren’t actually inside at the time. We don’t have purchase receipts for the vintage items since many were gifts, but the values should be close based on online listings. I also noticed some discolored spots that were there before, but I don’t think they’re related to previous humidity problems. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed.",1,Home
C0544,"I'm reporting a traffic incident that happened on Monday evening near Alicante on the A-1. My car drifted slightly when a heavy rain came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 773 686 543 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to QuickFix Auto and I received an initial estimate of EUR 6953 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. I understand an inspection or call might be required; Diego from our side can also speak to what happened. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful.",0,Auto
C0545,"This claim is about water damage we discovered on Tuesday morning in our home in Seville. A supply line under the kitchen sink burst during the night, soaking the lower cabinets and part of the adjacent room. We shut off the main valve as soon as we noticed and called a plumber who replaced the cracked hose the same day. Photos and a short video were taken right away, and we also have the plumber’s invoice with the part numbers listed. The flooring has cupped and there is visible swelling on the toe-kick panels; a musty smell developed after two days. BluePeak Services provided a drying plan with dehumidifiers and a detailed estimate for materials and labor. Our neighbors can confirm when we brought fans inside, and the condo manager logged the incident in the building record. We’re including measurements of the affected area and are ready to allow an inspection whenever convenient. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF.",0,Home
C0546,"I'm reporting a traffic incident that happened on Thursday evening near Valladolid on the A-2. My car drifted slightly when a strong wind came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 725 801 820 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Metro Bodyworks and I received an initial estimate of EUR 6364 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again.",0,Auto
C0547,"I'm reporting a traffic incident that happened on Thursday evening near Coruña on the A-1. My car drifted slightly when a light drizzle came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 602 150 327 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to City Dent Pro and I received an initial estimate of EUR 4294 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. I understand an inspection or call might be required; Jordan from our side can also speak to what happened. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed.",0,Auto
C0548,"I'd like to file a claim for a minor crash I had 17 days ago near Seville; I didn't report it right away because I thought it was nothing. It was a low-speed bump at a light on the A-3 and I felt some neck stiffness later that week. I upgraded to comprehensive coverage about 20 days before this because my commute changed and I was advised to be safer. I took photos but my phone storage was full and I had to reinstall the camera app, so the pictures don't show location or time data anymore. A passerby, my sister-in-law, said they saw the other vehicle, but they’ve been hard to reach since they started a new job. I visited Amber Medical a couple of times and paid in cash because their card machine was down; they said they can issue receipts later. The car is at QuickFix Auto—I’ve used them before and they prepared an estimate very quickly with a similar format as last time. I couldn’t wait for the police due to work and left the scene after exchanging a first name only; I hope that’s okay. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful.",1,Auto
C0549,"I'm submitting a claim for smoke and fire staining we noticed last week in the living room of our house in Seville. We had adjusted our contents coverage a few weeks prior after redecorating, and luckily the new limits should cover the furniture we listed. I didn’t call the fire brigade because the situation calmed quickly; we aired out the space and cleaned up before realizing stains remained. The photos I attached were taken on a replacement phone after my old one failed, so the pictures might not have the original dates. SeguroDry—who helped us with a similar issue last season—looked at it again and provided a quick handwritten quote while on another job. Our sister-in-law mentioned smelling something on Sunday, though they weren’t actually inside at the time. We don’t have purchase receipts for the vintage items since many were gifts, but the values should be close based on online listings. I also noticed some discolored spots that were there before, but I don’t think they’re related to previous humidity problems. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. I understand an inspection or call might be required; Marta from our side can also speak to what happened. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF.",1,Home
C0550,"This claim is about water damage we discovered on Friday morning in our home in Barcelona. A supply line under the kitchen sink burst during the night, soaking the lower cabinets and part of the adjacent room. We shut off the main valve as soon as we noticed and called a plumber who replaced the cracked hose the same day. Photos and a short video were taken right away, and we also have the plumber’s invoice with the part numbers listed. The flooring has cupped and there is visible swelling on the toe-kick panels; a musty smell developed after two days. Fenix Restorations provided a drying plan with dehumidifiers and a detailed estimate for materials and labor. Our neighbors can confirm when we brought fans inside, and the condo manager logged the incident in the building record. We’re including measurements of the affected area and are ready to allow an inspection whenever convenient. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. I’m including a rough timeline so it’s easier to review, and I can clarify anything that seems out of order if needed.",0,Home
C0551,"I'm reporting a traffic incident that happened on Thursday evening near Coruña on the M-30. My car drifted slightly when a dense fog came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 793 358 133 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Coastal Glass and I received an initial estimate of EUR 7888 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. If there’s a preferred claim number to reference, please let me know so I can label the files correctly before uploading again. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. I read through the policy last night and I believe this falls under the coverage section I highlighted in the PDF.",0,Auto
C0552,"I'm reporting a traffic incident that happened on Wednesday evening near Barcelona on the M-30. My car drifted slightly when a light drizzle came through, and another driver clipped my rear bumper while changing lanes. I pulled over, took photos, and exchanged details; the other driver’s phone is +34 765 752 630 and we both waited for assistance. The damage is mostly on the rear quarter and bumper cover; the trunk opens but the alignment looks off. I have dashcam footage and the timestamp matches my phone GPS; I can provide both if needed. The vehicle was towed to Rápido Taller and I received an initial estimate of EUR 2443 including parts and paint. I notified the police and obtained a brief report number from the officer at the scene. There were no injuries beyond some stiffness the next day; I used over-the-counter treatment and went to work as usual. If you need me to resend photos or scans at a different resolution, I can do that once I’m back at a computer. We tried to keep everything as documented as possible, though some details might be fuzzy because the situation was stressful. I understand an inspection or call might be required; Taylor from our side can also speak to what happened.",0,Auto
